station,valid,metar
RPLL,2025-01-25 12:00,RPLL 251200Z 14006KT 040V200 9999 FEW025 28/22 Q1009 NOSIG RMK A2980
RPLL,2025-01-25 13:00,RPLL 251300Z 15005KT 110V190 9999 SCT025 28/22 Q1010 NOSIG RMK A2983
RPLL,2025-01-25 14:00,RPLL 251400Z 13005KT 090V170 9999 BKN025 28/22 Q1010 NOSIG RMK A2983
RPLL,2025-01-25 15:00,RPLL 251500Z VRB02KT 9999 SCT025 27/22 Q1010 NOSIG RMK A2983
RPLL,2025-01-25 16:00,RPLL 251600Z 22003KT 160V240 9999 SCT025 27/22 Q1011 NOSIG RMK A2985
RPLL,2025-01-25 17:00,RPLL 251700Z VRB02KT 9999 FEW025 SCT100 27/23 Q1010 NOSIG RMK A2983
RPLL,2025-01-25 18:00,RPLL 251800Z 23003KT 200V260 9999 FEW025 27/22 Q1010 NOSIG RMK A2983
RPLL,2025-01-25 19:00,RPLL 251900Z VRB02KT 9999 FEW025 26/24 Q1009 NOSIG RMK A2980
RPLL,2025-01-25 20:00,RPLL 252000Z 26003KT 200V310 9999 FEW025 SCT130 26/24 Q1010 NOSIG RMK A2983
RPLL,2025-01-25 21:00,RPLL 252100Z VRB02KT 9999 FEW025 BKN100 26/24 Q1010 NOSIG RMK A2983
RPLL,2025-01-25 22:00,RPLL 252200Z 28003KT 250V320 8000 -RA SCT025 BKN090 26/24 Q1010 NOSIG RMK A2983
RPLL,2025-01-25 23:00,RPLL 252300Z 26005KT 9000 SCT025 BKN100 25/24 Q1011 NOSIG RMK A2985
RPLL,2025-01-26 00:00,RPLL 260000Z 04004KT 340V080 9999 FEW025 27/23 Q1011 NOSIG RMK A2985
RPLL,2025-01-26 01:00,RPLL 260100Z VRB03KT 9999 FEW025 28/24 Q1012 NOSIG RMK A2988
RPLL,2025-01-26 02:00,RPLL 260200Z 27004KT 240V350 9999 SCT025 27/23 Q1012 NOSIG RMK A2988
RPLL,2025-01-26 03:00,RPLL 260300Z VRB05KT 9000 SCT025 30/23 Q1011 NOSIG RMK A2985
RPLL,2025-01-26 04:00,RPLL 260400Z 27004KT 230V320 9999 SCT025 29/24 Q1011 NOSIG RMK A2985
RPLL,2025-01-26 05:00,RPLL 260500Z 15006KT 070V120 9999 FEW025 31/22 Q1010 NOSIG RMK A2983
RPLL,2025-01-26 06:00,RPLL 260600Z 14008KT 080V200 9999 SCT025 31/22 Q1008 NOSIG RMK A2977
RPLL,2025-01-26 07:00,RPLL 260700Z 13008KT 090V170 9999 SCT025 31/22 Q1008 NOSIG RMK A2977
RPLL,2025-01-26 08:00,RPLL 260800Z 14007KT 090V250 9999 SCT025 30/22 Q1007 NOSIG RMK A2974
RPLL,2025-01-26 09:00,RPLL 260900Z 13006KT 080V170 9999 FEW025 30/22 Q1008 NOSIG RMK A2977
RPLL,2025-01-26 10:00,RPLL 261000Z 12005KT 050V170 9999 FEW025 29/22 Q1008 NOSIG RMK A2977
RPLL,2025-01-26 11:00,RPLL 261100Z 12006KT 080V160 9999 FEW025 SCT100 28/22 Q1009 NOSIG RMK A2980
RPLL,2025-01-26 12:00,RPLL 261200Z 12005KT 060V170 9999 FEW025 27/22 Q1010 NOSIG RMK A2983
RPLL,2025-01-26 13:00,RPLL 261300Z 11005KT 080V150 9999 FEW025 27/22 Q1010 NOSIG RMK A2983
RPLL,2025-01-26 14:00,RPLL 261400Z 11004KT 070V170 9999 FEW025 26/22 Q1010 NOSIG RMK A2983
RPLL,2025-01-26 15:00,RPLL 261500Z 11003KT 080V150 9999 FEW025 26/22 Q1010 NOSIG RMK A2983
RPLL,2025-01-26 16:00,RPLL 261600Z 11003KT 070V150 9999 FEW025 SCT100 26/22 Q1010 NOSIG RMK A2983
RPLL,2025-01-26 17:00,RPLL 261700Z VRB02KT 9999 FEW025 26/21 Q1010 NOSIG RMK A2983
RPLL,2025-01-26 18:00,RPLL 261800Z VRB02KT 9999 FEW025 25/22 Q1009 NOSIG RMK A2980
RPLL,2025-01-26 19:00,RPLL 261900Z 00000KT 9999 FEW025 25/21 Q1009 NOSIG RMK A2980
RPLL,2025-01-26 20:00,RPLL 262000Z 32002KT 9999 FEW025 BKN100 25/21 Q1009 NOSIG RMK A2980
RPLL,2025-01-26 21:00,RPLL 262100Z VRB02KT 9999 FEW025 SCT100 25/20 Q1009 NOSIG RMK A2980
RPLL,2025-01-26 22:00,RPLL 262200Z 02004KT 340V070 9999 FEW025 SCT100 25/20 Q1010 NOSIG RMK A2983
RPLL,2025-01-26 23:00,RPLL 262300Z VRB02KT 9999 FEW025 SCT100 26/21 Q1011 NOSIG RMK A2985
RPLL,2025-01-27 00:00,RPLL 270000Z VRB02KT 9999 FEW025 SCT100 26/21 Q1012 NOSIG RMK A2988
RPLL,2025-01-27 01:00,RPLL 270100Z VRB02KT 9999 FEW025 SCT100 27/21 Q1012 NOSIG RMK A2988
RPLL,2025-01-27 02:00,RPLL 270200Z 03003KT 350V080 9999 FEW025 BKN100 27/21 Q1012 NOSIG RMK A2988
RPLL,2025-01-27 03:00,COR RPLL 270300Z 27004KT 220V310 9000 SCT025 28/22 Q1012 NOSIG RMK A2988
RPLL,2025-01-27 04:00,RPLL 270400Z 27006KT 230V340 9000 BKN023 28/21 Q1011 NOSIG RMK A2985
RPLL,2025-01-27 05:00,RPLL 270500Z 25003KT 190V320 9999 SCT025 29/21 Q1010 NOSIG RMK A2983
RPLL,2025-01-27 06:00,RPLL 270600Z VRB05KT 9999 FEW025 31/20 Q1009 NOSIG RMK A2980
RPLL,2025-01-27 07:00,RPLL 270700Z 14007KT 070V210 9999 FEW025 31/20 Q1009 NOSIG RMK A2980
RPLL,2025-01-27 08:00,RPLL 270800Z 14007KT 090V210 9999 FEW025 30/21 Q1008 NOSIG RMK A2977
RPLL,2025-01-27 09:00,RPLL 270900Z VRB07KT 9999 FEW025 29/20 Q1009 NOSIG RMK A2980
RPLL,2025-01-27 10:00,RPLL 271000Z 12007KT 080V150 9999 FEW025 28/20 Q1009 NOSIG RMK A2980
RPLL,2025-01-27 11:00,RPLL 271100Z 11006KT 080V150 9999 SCT025 27/20 Q1010 NOSIG RMK A2983
RPLL,2025-01-27 12:00,RPLL 271200Z 11004KT 080V160 9999 FEW025 26/19 Q1011 NOSIG RMK A2985
RPLL,2025-01-27 13:00,RPLL 271300Z 08003KT 9999 SCT025 BKN100 25/18 Q1012 NOSIG RMK A2988
RPLL,2025-01-27 14:00,RPLL 271400Z VRB02KT 9999 FEW025 SCT100 26/18 Q1013 NOSIG RMK A2991
RPLL,2025-01-27 15:00,RPLL 271500Z 12002KT 9999 FEW025 25/18 Q1013 NOSIG RMK A2991
RPLL,2025-01-27 16:00,RPLL 271600Z VRB01KT 9999 FEW025 25/18 Q1013 NOSIG RMK A2991
RPLL,2025-01-27 17:00,RPLL 271700Z 00000KT 9999 FEW025 24/19 Q1012 NOSIG RMK A2988
RPLL,2025-01-27 18:00,RPLL 271800Z 00000KT 9999 FEW018 24/19 Q1012 NOSIG RMK A2988
RPLL,2025-01-27 19:00,RPLL 271900Z VRB02KT 9999 FEW025 24/19 Q1011 NOSIG RMK A2985
RPLL,2025-01-27 20:00,RPLL 272000Z VRB02KT 9999 FEW025 24/19 Q1012 NOSIG RMK A2988
RPLL,2025-01-27 21:00,RPLL 272100Z 36005KT 320V060 9999 FEW025 SCT100 24/20 Q1012 NOSIG RMK A2988
RPLL,2025-01-27 22:00,COR RPLL 272200Z 02005KT 320V040 9999 FEW025 24/21 Q1012 NOSIG RMK A2988
RPLL,2025-01-27 23:00,RPLL 272300Z VRB03KT 9999 FEW025 24/21 Q1013 NOSIG RMK A2991
RPLL,2025-01-28 00:00,RPLL 280000Z VRB01KT 9999 FEW025 26/21 Q1014 NOSIG RMK A2994
RPLL,2025-01-28 01:00,RPLL 280100Z VRB02KT 9999 FEW025 26/20 Q1014 NOSIG RMK A2994
RPLL,2025-01-28 02:00,COR RPLL 280200Z 12003KT 070V170 9999 FEW025 27/20 Q1014 NOSIG RMK A2994
RPLL,2025-01-28 03:00,RPLL 280300Z 06003KT 360V110 9999 FEW025 28/20 Q1014 NOSIG RMK A2994
RPLL,2025-01-28 04:00,RPLL 280400Z 31007KT 270V350 9000 FEW025 SCT100 28/21 Q1013 NOSIG RMK A2991
RPLL,2025-01-28 05:00,RPLL 280500Z 28007KT 9000 FEW025 BKN100 27/21 Q1012 NOSIG RMK A2988
RPLL,2025-01-28 06:00,RPLL 280600Z 28004KT 240V340 9999 SCT025 BKN100 28/21 Q1012 NOSIG RMK A2988
RPLL,2025-01-28 07:00,RPLL 280700Z 12006KT 030V180 9999 SCT025 BKN100 30/21 Q1011 NOSIG RMK A2985
RPLL,2025-01-28 08:00,RPLL 280800Z 10008KT 070V160 9999 FEW025 30/20 Q1011 NOSIG RMK A2985
RPLL,2025-01-28 09:00,RPLL 280900Z 11007KT 060V150 9999 FEW025 28/21 Q1011 NOSIG RMK A2985
RPLL,2025-01-28 10:00,RPLL 281000Z 12006KT 090V150 9999 FEW025 28/21 Q1012 NOSIG RMK A2988
RPLL,2025-01-28 11:00,RPLL 281100Z 12006KT 070V160 9999 FEW025 27/21 Q1013 NOSIG RMK A2991
RPLL,2025-01-28 12:00,RPLL 281200Z 12005KT 080V200 9999 FEW025 26/20 Q1014 NOSIG RMK A2994
RPLL,2025-01-28 13:00,RPLL 281300Z 12005KT 080V160 9999 FEW025 26/20 Q1014 NOSIG RMK A2994
RPLL,2025-01-28 14:00,RPLL 281400Z 12005KT 070V150 9999 FEW025 26/21 Q1015 NOSIG RMK A2997
RPLL,2025-01-28 15:00,RPLL 281500Z 11003KT 060V160 9999 FEW025 25/21 Q1015 NOSIG RMK A2997
RPLL,2025-01-28 16:00,RPLL 281600Z 10003KT 060V140 9999 FEW025 25/21 Q1015 NOSIG RMK A2997
RPLL,2025-01-28 17:00,RPLL 281700Z 08003KT 9999 FEW025 24/21 Q1015 NOSIG RMK A2997
RPLL,2025-01-28 18:00,RPLL 281800Z 08002KT 9999 FEW025 BKN100 24/21 Q1014 NOSIG RMK A2994
RPLL,2025-01-28 19:00,RPLL 281900Z 00000KT 9999 FEW025 BKN100 25/21 Q1014 NOSIG RMK A2994
RPLL,2025-01-28 20:00,RPLL 282000Z 01004KT 9999 SCT025 BKN100 25/21 Q1013 NOSIG RMK A2991
RPLL,2025-01-28 21:00,RPLL 282100Z 03005KT 350V050 9999 SCT025 BKN100 25/21 Q1013 NOSIG RMK A2991
RPLL,2025-01-28 22:00,RPLL 282200Z 35004KT 280V050 9999 SCT025 BKN100 25/20 Q1014 NOSIG RMK A2994
RPLL,2025-01-28 23:00,RPLL 282300Z 02004KT 320V060 9999 SCT025 BKN100 25/20 Q1015 NOSIG RMK A2997
RPLL,2025-01-29 00:00,RPLL 290000Z 02004KT 350V050 9999 SCT025 BKN100 26/20 Q1015 NOSIG RMK A2997
RPLL,2025-01-29 01:00,RPLL 290100Z 07004KT 030V100 9999 SCT025 BKN100 27/21 Q1016 NOSIG RMK A3000
RPLL,2025-01-29 02:00,RPLL 290200Z 05005KT 340V140 9999 FEW025 BKN100 28/21 Q1016 NOSIG RMK A3000
RPLL,2025-01-29 03:00,RPLL 290300Z VRB04KT 9999 FEW025 BKN100 28/20 Q1015 NOSIG RMK A2997
RPLL,2025-01-29 04:00,RPLL 290400Z 12004KT 040V170 9999 SCT025 BKN100 30/21 Q1014 NOSIG RMK A2994
RPLL,2025-01-29 05:00,RPLL 290500Z VRB03KT 9999 SCT025 BKN100 29/21 Q1013 NOSIG RMK A2991
RPLL,2025-01-29 06:00,RPLL 290600Z 03006KT 350V070 9999 SCT025 BKN100 29/21 Q1012 NOSIG RMK A2988
RPLL,2025-01-29 07:00,RPLL 290700Z 13006KT 080V200 9999 BKN025 30/22 Q1011 NOSIG RMK A2985
RPLL,2025-01-29 08:00,RPLL 290800Z 05009KT 010V170 9999 BKN025 30/20 Q1011 NOSIG RMK A2985
RPLL,2025-01-29 09:00,RPLL 290900Z 08012KT 060V120 9999 SCT025 29/19 Q1011 NOSIG RMK A2985
RPLL,2025-01-29 10:00,RPLL 291000Z 08010KT 9999 FEW025 28/19 Q1012 NOSIG RMK A2988
RPLL,2025-01-29 11:00,RPLL 291100Z 07012KT 050V110 9999 FEW025 27/19 Q1013 NOSIG RMK A2991
RPLL,2025-01-29 12:00,RPLL 291200Z 05008KT 350V100 9999 FEW025 27/19 Q1013 NOSIG RMK A2991
RPLL,2025-01-29 13:00,RPLL 291300Z 05003KT 360V090 9999 FEW025 26/19 Q1013 NOSIG RMK A2991
RPLL,2025-01-29 14:00,RPLL 291400Z VRB01KT 9999 FEW025 26/19 Q1013 NOSIG RMK A2991
RPLL,2025-01-29 15:00,RPLL 291500Z VRB03KT 9999 FEW025 SCT100 26/20 Q1013 NOSIG RMK A2991
RPLL,2025-01-29 16:00,RPLL 291600Z 33004KT 260V050 9999 FEW025 BKN100 26/19 Q1013 NOSIG RMK A2991
RPLL,2025-01-29 17:00,RPLL 291700Z 35003KT 240V050 9999 SCT025 BKN100 26/19 Q1012 NOSIG RMK A2988
RPLL,2025-01-29 18:00,RPLL 291800Z 01004KT 320V040 9999 SCT025 BKN100 26/19 Q1012 NOSIG RMK A2988
RPLL,2025-01-29 19:00,RPLL 291900Z 01004KT 9999 FEW025 BKN150 26/19 Q1011 NOSIG RMK A2985
RPLL,2025-01-29 20:00,RPLL 292000Z 36006KT 330V040 9999 FEW025 SCT150 26/19 Q1011 NOSIG RMK A2985
RPLL,2025-01-29 21:00,RPLL 292100Z 04005KT 350V070 9999 FEW025 BKN130 26/19 Q1011 NOSIG RMK A2985
RPLL,2025-01-29 22:00,RPLL 292200Z 01006KT 340V050 9999 FEW025 BKN100 26/19 Q1012 NOSIG RMK A2988
RPLL,2025-01-29 23:00,RPLL 292300Z 01007KT 340V040 9999 FEW025 BKN100 26/19 Q1012 NOSIG RMK A2988
RPLL,2025-01-30 00:00,RPLL 300000Z 01007KT 330V050 9999 FEW025 BKN100 27/20 Q1013 NOSIG RMK A2991
RPLL,2025-01-30 01:00,RPLL 300100Z 36007KT 330V030 9999 FEW025 BKN100 27/20 Q1013 NOSIG RMK A2991
RPLL,2025-01-30 02:00,RPLL 300200Z 05007KT 020V080 9999 FEW025 BKN100 28/20 Q1013 NOSIG RMK A2991
RPLL,2025-01-30 03:00,RPLL 300300Z 09007KT 020V160 9999 SCT025 BKN100 30/20 Q1012 NOSIG RMK A2988
RPLL,2025-01-30 04:00,RPLL 300400Z 06005KT 020V140 9999 SCT025 BKN100 30/21 Q1012 NOSIG RMK A2988
RPLL,2025-01-30 05:00,RPLL 300500Z 04007KT 360V090 9999 FEW025 BKN100 30/21 Q1010 NOSIG RMK A2983
RPLL,2025-01-30 06:00,RPLL 300600Z 02010KT 340V060 9999 FEW025 BKN100 30/20 Q1009 NOSIG RMK A2980
RPLL,2025-01-30 07:00,RPLL 300700Z 04007KT 010V070 9999 FEW025 BKN100 30/20 Q1009 NOSIG RMK A2980
RPLL,2025-01-30 08:00,RPLL 300800Z 06007KT 9999 FEW025 BKN100 29/21 Q1009 NOSIG RMK A2980
RPLL,2025-01-30 08:34,RPLL 300834Z 03008KT 360V060 9999 -SHRA SCT025 BKN100 27/21 Q1009 NOSIG RMK A2980
RPLL,2025-01-30 09:00,RPLL 300900Z 04007KT 360V070 9999 SCT025 BKN100 28/20 Q1009 NOSIG RMK A2980
RPLL,2025-01-30 10:00,RPLL 301000Z 12003KT 050V200 9999 SCT023 OVC100 28/21 Q1010 NOSIG RMK A2983
RPLL,2025-01-30 11:00,RPLL 301100Z 19003KT 120V250 9999 SCT023 OVC100 27/22 Q1011 NOSIG RMK A2985
RPLL,2025-01-30 12:00,RPLL 301200Z VRB02KT 9999 SCT025 OVC100 26/22 Q1011 NOSIG RMK A2985
RPLL,2025-01-30 13:00,RPLL 301300Z 16003KT 110V210 9999 SCT023 OVC100 26/23 Q1012 NOSIG RMK A2988
RPLL,2025-01-30 14:00,RPLL 301400Z 19003KT 150V250 9999 -RA SCT025 OVC100 25/24 Q1012 NOSIG RMK A2988
RPLL,2025-01-30 15:00,RPLL 301500Z VRB02KT 9999 SCT025 OVC100 25/24 Q1011 NOSIG RMK A2985
RPLL,2025-01-30 16:00,RPLL 301600Z VRB02KT 9999 SCT025 BKN100 26/23 Q1011 NOSIG RMK A2985
RPLL,2025-01-30 17:00,RPLL 301700Z VRB05KT 9999 SCT025 BKN100 25/23 Q1010 RMK A2983
RPLL,2025-01-30 18:00,RPLL 301800Z 04005KT 8000 -SHRA SCT022 OVC090 24/23 Q1010 NOSIG RMK A2983
RPLL,2025-01-30 19:00,RPLL 301900Z 01003KT 320V050 9999 FEW025 BKN100 24/23 Q1009 NOSIG RMK A2980
RPLL,2025-01-30 20:00,RPLL 302000Z VRB02KT 9999 FEW025 BKN100 25/23 Q1009 NOSIG RMK A2980
RPLL,2025-01-30 21:00,RPLL 302100Z 36005KT 330V050 9999 FEW025 BKN130 25/24 Q1009 NOSIG RMK A2980
RPLL,2025-01-30 22:00,RPLL 302200Z 01006KT 340V040 7000 FEW025 BKN100 24/23 Q1010 NOSIG RMK A2983
RPLL,2025-01-30 23:00,RPLL 302300Z 36003KT 310V050 7000 FEW025 BKN100 25/23 Q1010 NOSIG RMK A2983
RPLL,2025-01-31 00:00,RPLL 310000Z VRB02KT 7000 FEW025 BKN100 25/24 Q1011 NOSIG RMK A2985
RPLL,2025-01-31 01:00,RPLL 310100Z VRB02KT 7000 -RA SCT025 OVC100 26/24 Q1012 NOSIG RMK A2988
RPLL,2025-01-31 02:00,RPLL 310200Z VRB02KT 7000 FEW025 BKN100 27/24 Q1011 NOSIG RMK A2985
RPLL,2025-01-31 03:00,RPLL 310300Z 29004KT 230V030 9000 SCT023 BKN100 29/24 Q1011 NOSIG RMK A2985
RPLL,2025-01-31 04:00,RPLL 310400Z 11011G21KT 080V160 8000 -RA SCT023 OVC090 25/23 Q1011 NOSIG RMK A2985
RPLL,2025-01-31 05:00,RPLL 310500Z 11007KT 070V210 9999 FEW025 BKN100 29/22 Q1010 NOSIG RMK A2983
RPLL,2025-01-31 06:00,RPLL 310600Z 10006KT 060V150 9999 FEW025 BKN100 30/21 Q1009 NOSIG RMK A2980
RPLL,2025-01-31 07:00,RPLL 310700Z 10006KT 050V150 9999 FEW025 BKN100 30/22 Q1008 NOSIG RMK A2977
RPLL,2025-01-31 08:00,RPLL 310800Z 10008KT 070V140 9999 SCT025 BKN100 30/22 Q1008 NOSIG RMK A2977
RPLL,2025-01-31 09:00,RPLL 310900Z 10009KT 070V140 9999 SCT025 BKN100 29/22 Q1009 NOSIG RMK A2980
RPLL,2025-01-31 10:00,RPLL 311000Z 12007KT 080V160 9999 FEW025 BKN100 28/23 Q1009 NOSIG RMK A2980
RPLL,2025-01-31 11:00,RPLL 311100Z 11007KT 060V140 9999 FEW025 BKN100 28/22 Q1009 NOSIG RMK A2980
RPLL,2025-01-31 12:00,RPLL 311200Z 12005KT 060V170 9999 SCT025 BKN100 28/23 Q1010 NOSIG RMK A2983
RPLL,2025-01-31 13:00,RPLL 311300Z 11007KT 070V130 9999 SCT025 BKN100 28/23 Q1011 NOSIG RMK A2985
RPLL,2025-01-31 14:00,RPLL 311400Z 10005KT 060V140 9999 SCT025 BKN100 27/23 Q1011 NOSIG RMK A2985
RPLL,2025-01-31 15:00,RPLL 311500Z 11003KT 070V150 9999 SCT025 BKN100 27/23 Q1011 NOSIG RMK A2985
RPLL,2025-01-31 16:00,RPLL 311600Z 11003KT 070V160 9999 FEW025 BKN100 27/23 Q1010 NOSIG RMK A2983
RPLL,2025-01-31 17:00,RPLL 311700Z VRB02KT 9999 FEW025 BKN090 27/23 Q1010 NOSIG RMK A2983
RPLL,2025-01-31 18:00,RPLL 311800Z 14003KT 110V180 9999 FEW025 BKN090 27/23 Q1009 NOSIG RMK A2980
RPLL,2025-01-31 19:00,RPLL 311900Z 11004KT 080V150 9999 FEW025 BKN100 27/23 Q1009 NOSIG RMK A2980
RPLL,2025-01-31 20:00,RPLL 312000Z 07006KT 9999 FEW025 BKN100 26/23 Q1009 NOSIG RMK A2980
RPLL,2025-01-31 21:00,RPLL 312100Z VRB02KT 9999 FEW025 SCT150 26/21 Q1009 NOSIG RMK A2980
RPLL,2025-01-31 22:00,RPLL 312200Z 10003KT 9999 FEW025 26/22 Q1009 NOSIG RMK A2980
RPLL,2025-01-31 23:00,RPLL 312300Z 00000KT 9999 FEW025 SCT100 25/22 Q1010 NOSIG RMK A2983
RPLL,2025-02-01 00:00,RPLL 010000Z VRB02KT 9999 FEW025 SCT100 28/21 Q1011 NOSIG RMK A2985
RPLL,2025-02-01 01:00,RPLL 010100Z 09005KT 050V150 9999 FEW025 SCT100 30/22 Q1011 NOSIG RMK A2985
RPLL,2025-02-01 02:00,RPLL 010200Z 13008KT 080V180 9999 FEW025 30/22 Q1011 NOSIG RMK A2985
RPLL,2025-02-01 03:00,RPLL 010300Z 13006KT 060V210 9999 FEW025 32/23 Q1010 NOSIG RMK A2983
RPLL,2025-02-01 04:00,RPLL 010400Z 12008KT 060V170 9999 FEW025 32/22 Q1010 NOSIG RMK A2983
RPLL,2025-02-01 05:00,RPLL 010500Z 12008KT 070V220 9999 FEW025 32/21 Q1008 NOSIG RMK A2977
RPLL,2025-02-01 06:00,RPLL 010600Z 11009KT 070V140 9999 FEW025 32/22 Q1008 NOSIG RMK A2977
RPLL,2025-02-01 07:00,RPLL 010700Z 09008KT 060V140 9999 FEW025 33/22 Q1007 NOSIG RMK A2974
RPLL,2025-02-01 08:00,RPLL 010800Z 11006KT 060V180 9999 FEW025 32/22 Q1007 NOSIG RMK A2974
RPLL,2025-02-01 09:00,RPLL 010900Z 11007KT 060V150 9999 FEW025 32/21 Q1007 NOSIG RMK A2974
RPLL,2025-02-01 10:00,RPLL 011000Z 11008KT 080V150 9999 FEW025 30/22 Q1008 NOSIG RMK A2977
RPLL,2025-02-01 11:00,RPLL 011100Z 11006KT 080V160 9999 FEW025 29/22 Q1009 NOSIG RMK A2980
RPLL,2025-02-01 12:00,RPLL 011200Z 12005KT 080V150 9999 FEW025 29/22 Q1010 NOSIG RMK A2983
RPLL,2025-02-01 13:00,RPLL 011300Z 15004KT 110V200 9999 FEW025 28/23 Q1010 NOSIG RMK A2983
RPLL,2025-02-01 14:00,RPLL 011400Z 14004KT 070V210 9999 FEW025 27/23 Q1010 NOSIG RMK A2983
RPLL,2025-02-01 15:00,RPLL 011500Z 14003KT 050V210 9999 FEW025 27/24 Q1010 NOSIG RMK A2983
RPLL,2025-02-01 16:00,RPLL 011600Z 14003KT 100V230 9999 FEW025 26/24 Q1010 NOSIG RMK A2983
RPLL,2025-02-01 17:00,RPLL 011700Z VRB02KT 9999 FEW025 SCT100 26/24 Q1010 NOSIG RMK A2983
RPLL,2025-02-01 18:00,RPLL 011800Z 15004KT 080V220 9999 FEW025 26/24 Q1009 NOSIG RMK A2980
RPLL,2025-02-01 19:00,RPLL 011900Z 15003KT 110V200 9999 FEW025 26/23 Q1009 NOSIG RMK A2980
RPLL,2025-02-01 20:00,RPLL 012000Z VRB02KT 9999 FEW025 25/24 Q1009 NOSIG RMK A2980
RPLL,2025-02-01 21:00,RPLL 012100Z VRB02KT 9999 FEW025 25/23 Q1009 NOSIG RMK A2980
RPLL,2025-02-01 22:00,RPLL 012200Z VRB01KT 9999 FEW025 25/22 Q1009 NOSIG RMK A2980
RPLL,2025-02-01 23:00,RPLL 012300Z 03003KT 010V070 9999 FEW025 25/22 Q1010 NOSIG RMK A2983
RPLL,2025-02-02 00:00,RPLL 020000Z VRB02KT 9999 FEW025 27/22 Q1010 NOSIG RMK A2983
RPLL,2025-02-02 01:00,RPLL 020100Z VRB02KT 9999 FEW025 29/22 Q1011 NOSIG RMK A2985
RPLL,2025-02-02 02:00,RPLL 020200Z VRB02KT 9999 FEW025 30/22 Q1011 NOSIG RMK A2985
RPLL,2025-02-02 03:00,RPLL 020300Z 31003KT 260V070 9999 FEW025 31/24 Q1010 NOSIG RMK A2983
RPLL,2025-02-02 04:00,RPLL 020400Z 13006KT 080V200 9999 FEW025 32/22 Q1009 NOSIG RMK A2980
RPLL,2025-02-02 05:00,RPLL 020500Z 13006KT 080V190 9999 FEW025 33/23 Q1009 NOSIG RMK A2980
RPLL,2025-02-02 06:00,RPLL 020600Z 13008KT 090V180 9999 FEW025 33/23 Q1008 NOSIG RMK A2977
RPLL,2025-02-02 07:00,RPLL 020700Z VRB07KT 9999 FEW025 32/23 Q1007 NOSIG RMK A2974
RPLL,2025-02-02 08:00,RPLL 020800Z 13005KT 080V210 9999 FEW025 33/23 Q1007 NOSIG RMK A2974
RPLL,2025-02-02 09:00,RPLL 020900Z 12007KT 080V150 9999 FEW025 32/23 Q1008 NOSIG RMK A2977
RPLL,2025-02-02 10:00,RPLL 021000Z 14005KT 100V180 9999 FEW025 31/23 Q1008 NOSIG RMK A2977
RPLL,2025-02-02 11:00,RPLL 021100Z 12005KT 080V160 9999 FEW025 SCT100 30/24 Q1008 NOSIG RMK A2977
RPLL,2025-02-02 12:00,RPLL 021200Z 14005KT 070V190 9999 FEW025 29/23 Q1009 NOSIG RMK A2980
RPLL,2025-02-02 13:00,RPLL 021300Z 14004KT 110V200 9999 FEW025 29/24 Q1010 NOSIG RMK A2983
RPLL,2025-02-02 14:00,RPLL 021400Z 16004KT 100V230 9999 FEW025 28/24 Q1010 NOSIG RMK A2983
RPLL,2025-02-02 15:00,RPLL 021500Z 15003KT 110V210 9999 FEW025 28/24 Q1011 NOSIG RMK A2985
RPLL,2025-02-02 16:00,RPLL 021600Z VRB02KT 9999 FEW025 27/25 Q1010 NOSIG RMK A2983
RPLL,2025-02-02 17:00,RPLL 021700Z 12003KT 080V170 9999 FEW025 27/24 Q1010 NOSIG RMK A2983
RPLL,2025-02-02 18:00,RPLL 021800Z VRB02KT 9999 FEW025 SCT100 27/25 Q1010 NOSIG RMK A2983
RPLL,2025-02-02 19:00,RPLL 021900Z 14004KT 100V190 9999 FEW025 26/25 Q1010 NOSIG RMK A2983
RPLL,2025-02-02 20:00,RPLL 022000Z VRB02KT 9999 FEW025 26/25 Q1010 NOSIG RMK A2983
RPLL,2025-02-02 21:00,RPLL 022100Z VRB02KT 9999 SCT025 26/24 Q1010 NOSIG RMK A2983
RPLL,2025-02-02 22:00,RPLL 022200Z VRB01KT 9999 FEW025 26/24 Q1010 NOSIG RMK A2983
RPLL,2025-02-02 23:00,RPLL 022300Z VRB01KT 9999 FEW025 26/24 Q1011 NOSIG RMK A2985
RPLL,2025-02-03 00:00,RPLL 030000Z VRB02KT 9999 FEW025 29/24 Q1011 NOSIG RMK A2985
RPLL,2025-02-03 01:00,RPLL 030100Z VRB03KT 9999 SCT025 28/24 Q1012 NOSIG RMK A2988
RPLL,2025-02-03 02:00,RPLL 030200Z 30005KT 260V340 9999 SCT025 28/23 Q1012 NOSIG RMK A2988
RPLL,2025-02-03 03:00,RPLL 030300Z 25004KT 200V270 9000 SCT025 SCT100 29/24 Q1011 NOSIG RMK A2985
RPLL,2025-02-03 04:00,RPLL 030400Z 27005KT 240V310 9000 SCT025 29/24 Q1010 NOSIG RMK A2983
RPLL,2025-02-03 05:00,RPLL 030500Z 28007KT 260V340 9999 SCT025 BKN100 29/23 Q1009 NOSIG RMK A2980
RPLL,2025-02-03 06:00,RPLL 030600Z VRB03KT 9999 SCT025 BKN100 30/23 Q1009 NOSIG RMK A2980
RPLL,2025-02-03 07:00,RPLL 030700Z 13005KT 050V180 9999 SCT025 BKN100 31/23 Q1008 NOSIG RMK A2977
RPLL,2025-02-03 08:00,RPLL 030800Z 14005KT 090V200 9999 FEW025 SCT100 32/23 Q1008 NOSIG RMK A2977
