station,valid,metar
RPLL,2025-09-28 13:00,RPLL 281300Z VRB01KT 9999 SCT025 29/25 Q1012 NOSIG RMK A2988
RPLL,2025-09-28 14:00,RPLL 281400Z VRB01KT 9999 SCT025 29/26 Q1012 NOSIG RMK A2988
RPLL,2025-09-28 15:00,RPLL 281500Z VRB02KT 9999 FEW025 SCT100 29/27 Q1012 NOSIG RMK A2988
RPLL,2025-09-28 16:00,RPLL 281600Z VRB02KT 9999 FEW023CB SCT025 28/26 Q1012 NOSIG RMK A2988 CB/OCNL LTG W
RPLL,2025-09-28 17:00,RPLL 281700Z 22002KT 9999 FEW025 SCT100 28/26 Q1012 NOSIG RMK A2988
RPLL,2025-09-28 18:00,RPLL 281800Z VRB01KT 9999 FEW025 28/26 Q1011 NOSIG RMK A2985
RPLL,2025-09-28 19:00,RPLL 281900Z VRB01KT 9999 FEW025 27/26 Q1011 NOSIG RMK A2985
RPLL,2025-09-28 20:00,RPLL 282000Z 26003KT 220V280 9999 FEW025 SCT100 27/26 Q1011 NOSIG RMK A2985
RPLL,2025-09-28 21:00,RPLL 282100Z 00000KT 9999 FEW025 SCT100 27/26 Q1011 NOSIG RMK A2985
RPLL,2025-09-28 22:00,RPLL 282200Z VRB02KT 9999 FEW025 SCT100 27/26 Q1011 NOSIG RMK A2985
RPLL,2025-09-28 23:00,RPLL 282300Z VRB03KT 9999 FEW025 SCT100 28/25 Q1012 NOSIG RMK A2988
RPLL,2025-09-29 00:00,RPLL 290000Z 01004KT 310V070 9999 FEW025 SCT100 2925 Q1012 Q1012 NOSIG RMK A2988
RPLL,2025-09-29 01:00,RPLL 290100Z 06004KT 010V110 9999 FEW025 BKN100 31/25 Q1012 NOSIG RMK A2988
RPLL,2025-09-29 02:00,RPLL 290200Z VRB03KT 9999 FEW025 BKN100 31/26 Q1012 NOSIG RMK A2988
RPLL,2025-09-29 03:00,RPLL 290300Z 34008KT 9999 FEW023CB SCT025 BKN100 28/26 Q1012 NOSIG RMK A2988 CB/OCNL LTG W
RPLL,2025-09-29 04:00,RPLL 290400Z 31006KT 260V340 9999 FEW023CB SCT025 BKN100 29/26 Q1011 NOSIG RMK A2985 CB/OCNL LTG NW-SE
RPLL,2025-09-29 05:00,RPLL 290500Z 04012KT 360V080 6000 -TSRA SCT023CB BKN025 OVC090 25/25 Q1011 TEMPO 5000 TSRA RMK A2985 CB/OCNL LTG OHD  NW-SE
RPLL,2025-09-29 05:06,RPLL 290506Z 04011KT 3000 +TSRA SCT023CB BKN025 OVC090 26/25 Q1011 TEMPO 5000 TSRA RMK A2985 CB/OCNL LTG OHD  NW-SE
RPLL,2025-09-29 06:00,RPLL 290600Z 29005KT 260V350 8000 -TSRA FEW023CB SCT025 BKN100 26/25 Q1010 RERA NOSIG RMK A2983 CB/OCNL LTG NW
RPLL,2025-09-29 07:00,RPLL 290700Z VRB01KT 9000 FEW023CB SCT025 BKN100 27/26 Q1010 RETS NOSIG RMK A2983 CB NE
RPLL,2025-09-29 08:00,RPLL 290800Z VRB02KT 9000 -RA SCT023 OVC100 27/26 Q1010 NOSIG RMK A2983
RPLL,2025-09-29 09:00,RPLL 290900Z 10003KT 9000 -RA SCT023 OVC100 27/26 Q1010 NOSIG RMK A2983
RPLL,2025-09-29 10:00,RPLL 291000Z VRB02KT 9999 -RA SCT025 OVC100 27/26 Q1010 NOSIG RMK A2983
RPLL,2025-09-29 11:00,RPLL 291100Z 00000KT 9999 FEW025 BKN100 27/26 Q1011 NOSIG RMK A2985
RPLL,2025-09-29 12:00,RPLL 291200Z VRB02KT 9999 FEW025 BKN100 27/26 Q1011 NOSIG RMK A2985
RPLL,2025-09-29 13:00,RPLL 291300Z 00000KT 9999 FEW025 BKN100 27/26 Q1012 NOSIG RMK A2988
RPLL,2025-09-29 14:00,RPLL 291400Z VRB01KT 9999 FEW025 27/27 Q1012 NOSIG RMK A2988
RPLL,2025-09-29 15:00,RPLL 291500Z VRB02KT 9999 FEW025 SCT100 27/27 Q1012 NOSIG RMK A2988
RPLL,2025-09-29 16:00,RPLL 291600Z VRB01KT 9999 SCT025 BKN100 26/26 Q1011 NOSIG RMK A2985
RPLL,2025-09-29 17:00,COR RPLL 291700Z VRB02KT 9999 FEW025 SCT100 26/26 Q1011 NOSIG RMK A2985
RPLL,2025-09-29 18:00,RPLL 291800Z VRB02KT 9999 FEW025 BKN100 26/26 Q1010 NOSIG RMK A2983
RPLL,2025-09-29 19:00,RPLL 291900Z 07004KT 050V110 9000 -RA SCT025 OVC100 26/26 Q1010 NOSIG RMK A2983
RPLL,2025-09-29 20:00,RPLL 292000Z VRB01KT 7000 -RA SCT023 OVC090 26/26 Q1010 NOSIG RMK A2983
RPLL,2025-09-29 21:00,RPLL 292100Z 00000KT 9000 SCT025 BKN100 26/26 Q1010 NOSIG RMK A2983
RPLL,2025-09-29 22:00,RPLL 292200Z VRB01KT 9000 SCT025 BKN100 26/26 Q1011 NOSIG RMK A2985
RPLL,2025-09-29 23:00,RPLL 292300Z 00000KT 9000 SCT025 BKN100 26/26 Q1011 NOSIG RMK A2985
RPLL,2025-09-30 00:00,RPLL 300000Z VRB01KT 9000 FEW025 BKN100 27/27 Q1011 NOSIG RMK A2985
RPLL,2025-09-30 01:00,RPLL 300100Z 18003KT 130V230 9000 FEW025 BKN100 28/27 Q1011 NOSIG RMK A2985
RPLL,2025-09-30 02:00,RPLL 300200Z VRB02KT 9999 FEW025 BKN100 29/25 Q1011 NOSIG RMK A2985
RPLL,2025-09-30 03:00,RPLL 300300Z VRB02KT 9999 FEW025 BKN100 29/26 Q1010 NOSIG RMK A2983
RPLL,2025-09-30 04:00,RPLL 300400Z VRB03KT 9999 FEW025 BKN100 32/25 Q1010 NOSIG RMK A2983
RPLL,2025-09-30 05:00,RPLL 300500Z 14007KT 100V180 9999 FEW025 BKN100 31/26 Q1009 NOSIG RMK A2980
RPLL,2025-09-30 06:00,RPLL 300600Z 12004KT 030V160 9999 FEW023CB SCT025 BKN100 32/25 Q1008 TEMPO TS RMK A2977 CB NW/N
RPLL,2025-09-30 06:19,RPLL 300619Z 06005KT 350V090 8000 -SHRA FEW022CB SCT023 OVC100 28/27 Q1009 NOSIG RMK A2980 CB NW/N
RPLL,2025-09-30 07:00,COR RPLL 300700Z 29006KT 260V330 8000 -RA FEW022CB SCT023 OVC100 27/26 Q1009 NOSIG RMK A2980 CB W
RPLL,2025-09-30 08:00,RPLL 300800Z 26005KT 9000 -RA SCT023 OVC100 27/27 Q1008 NOSIG RMK A2977
RPLL,2025-09-30 09:00,RPLL 300900Z 24004KT 190V260 9999 SCT023 OVC100 27/26 Q1008 NOSIG RMK A2977
RPLL,2025-09-30 10:00,RPLL 301000Z 25004KT 9999 SCT023 OVC100 27/26 Q1010 NOSIG RMK A2983
RPLL,2025-09-30 11:00,RPLL 301100Z VRB02KT 9999 SCT023 BKN100 27/26 Q1010 NOSIG RMK A2983
RPLL,2025-09-30 12:00,RPLL 301200Z VRB01KT 9999 FEW023 BKN100 27/26 Q1011 NOSIG RMK A2985
RPLL,2025-09-30 13:00,RPLL 301300Z VRB02KT 9999 FEW025 BKN100 27/26 Q1011 NOSIG RMK A2985
RPLL,2025-09-30 14:00,RPLL 301400Z VRB01KT 9999 SCT023 BKN100 27/26 Q1011 NOSIG RMK A2985
RPLL,2025-09-30 15:00,RPLL 301500Z VRB02KT 9999 SCT025 BKN100 27/26 Q1011 NOSIG RMK A2985
RPLL,2025-09-30 16:00,RPLL 301600Z 31003KT 260V050 9000 -RA SCT023 OVC090 27/26 Q1010 NOSIG RMK A2983
RPLL,2025-09-30 17:00,RPLL 301700Z VRB03KT 9999 SCT023 BKN100 27/26 Q1010 NOSIG RMK A2983
RPLL,2025-09-30 18:00,RPLL 301800Z 35003KT 320V030 9999 FEW025 BKN100 27/26 Q1010 NOSIG RMK A2983
RPLL,2025-09-30 19:00,RPLL 301900Z 01005KT 9000 FEW025 BKN100 26/26 Q1010 NOSIG RMK A2983
RPLL,2025-09-30 20:00,RPLL 302000Z 21002KT 8000 FEW023 BKN100 26/26 Q1010 NOSIG RMK A2983
RPLL,2025-09-30 21:00,RPLL 302100Z 00000KT 9000 FEW025 BKN100 26/26 Q1010 NOSIG RMK A2983
RPLL,2025-09-30 22:00,RPLL 302200Z 13002KT 9000 FEW025 SCT100 26/26 Q1010 NOSIG RMK A2983
RPLL,2025-09-30 23:00,RPLL 302300Z VRB02KT 9999 FEW025 28/26 Q1011 NOSIG RMK A2985
RPLL,2025-10-01 00:00,RPLL 010000Z 13004KT 070V200 9999 FEW025 29/26 Q1011 NOSIG RMK A2985
RPLL,2025-10-01 01:00,RPLL 010100Z VRB03KT 9999 FEW025 31/25 Q1011 NOSIG RMK A2985
RPLL,2025-10-01 02:00,RPLL 010200Z 12004KT 070V170 9999 FEW025 SCT100 30/26 Q1011 NOSIG RMK A2985
RPLL,2025-10-01 03:00,COR RPLL 010300Z 13006KT 080V210 9999 FEW025 32/25 Q1010 NOSIG RMK A2983
RPLL,2025-10-01 04:00,RPLL 010400Z 13007KT 090V190 9999 FEW025 33/25 Q1009 NOSIG RMK A2980
RPLL,2025-10-01 05:00,RPLL 010500Z 11007KT 060V180 9999 FEW025 33/24 Q1008 NOSIG RMK A2977
RPLL,2025-10-01 06:00,RPLL 010600Z 15007KT 080V200 9999 FEW023CB 34/25 Q1007 NOSIG RMK A2974 CB N
RPLL,2025-10-01 07:00,RPLL 010700Z 14007KT 080V210 9999 FEW023CB SCT025 33/25 Q1007 RMK A2974 CB N
RPLL,2025-10-01 08:00,RPLL 010800Z 17005KT 130V210 9999 FEW025 32/25 Q1008 RMK A2977
RPLL,2025-10-01 09:00,RPLL 010900Z 20004KT 170V260 9999 FEW025 32/25 Q1009 NOSIG RMK A2980
RPLL,2025-10-01 10:00,RPLL 011000Z 14004KT 090V190 9999 FEW025 31/25 Q1009 NOSIG RMK A2980
RPLL,2025-10-01 11:00,RPLL 011100Z 14005KT 080V200 9999 FEW025 SCT100 30/25 Q1010 NOSIG RMK A2983
RPLL,2025-10-01 12:00,RPLL 011200Z 12004KT 070V170 9999 FEW025 SCT100 30/26 Q1011 NOSIG RMK A2985
RPLL,2025-10-01 13:00,RPLL 011300Z 13003KT 100V170 9999 FEW025 29/26 Q1012 NOSIG RMK A2988
RPLL,2025-10-01 14:00,RPLL 011400Z 12003KT 9999 FEW025 29/25 Q1012 NOSIG RMK A2988
RPLL,2025-10-01 15:00,RPLL 011500Z 13003KT 090V180 9999 FEW023CB 29/25 Q1011 NOSIG RMK A2985
RPLL,2025-10-01 16:00,RPLL 011600Z 10003KT 9999 FEW023CB 28/25 Q1011 NOSIG RMK A2985 CB/OCNL LTG W
RPLL,2025-10-01 17:00,RPLL 011700Z 13003KT 9999 FEW023CB SCT025 28/25 Q1010 NOSIG RMK A2985 CB/OCNL LTG SW
RPLL,2025-10-01 18:00,RPLL 011800Z 00000KT 9999 FEW023 27/25 Q1010 NOSIG RMK A2983
RPLL,2025-10-01 19:00,RPLL 011900Z VRB02KT 9999 FEW023 28/25 Q1010 NOSIG RMK A2983
RPLL,2025-10-01 20:00,RPLL 012000Z VRB01KT 9999 FEW025 27/26 Q1009 NOSIG RMK A2980
RPLL,2025-10-01 21:00,RPLL 012100Z VRB01KT 9999 FEW025 27/26 Q1009 NOSIG RMK A2980
RPLL,2025-10-01 22:00,RPLL 012200Z VRB01KT 9999 SCT025 27/26 Q1010 NOSIG RMK A2983
RPLL,2025-10-01 23:00,RPLL 012300Z 00000KT 9999 FEW025 28/26 Q1011 NOSIG RMK A2985
RPLL,2025-10-02 00:00,RPLL 020000Z 04005KT 350V070 9999 FEW025 29/25 Q1011 NOSIG RMK A2985
RPLL,2025-10-02 01:00,RPLL 020100Z 29006KT 260V340 9999 FEW025 29/26 Q1011 NOSIG RMK A2985
RPLL,2025-10-02 02:00,RPLL 020200Z 32007KT 9999 FEW025 30/25 Q1012 NOSIG RMK A2988
RPLL,2025-10-02 03:00,COR RPLL 020300Z 29008KT 9999 FEW025 SCT100 30/25 Q1011 NOSIG RMK A2985
RPLL,2025-10-02 04:00,RPLL 020400Z 28009KT 9999 FEW025 SCT100 31/26 Q1010 NOSIG RMK A2983
RPLL,2025-10-02 05:00,RPLL 020500Z 29010KT 9999 FEW025 SCT100 31/26 Q1009 NOSIG RMK A2980
RPLL,2025-10-02 06:00,RPLL 020600Z 28008KT 240V310 9999 FEW023CB SCT025 30/25 Q1009 TEMPO TS RMK A2980 CB NE-SE
RPLL,2025-10-02 06:31,RPLL 020631Z 12009KT 070V210 9000 -TSRA FEW022CB SCT023 BKN100 28/25 Q1010 TEMPO 5000 TSRA RMK A2983 CB OHD  NE-SE
RPLL,2025-10-02 07:00,RPLL 020700Z 08007KT 5000 TSRA FEW022CB SCT023 OVC100 25/25 Q1009 NOSIG RMK A2980 CB OHD/NE
RPLL,2025-10-02 08:00,COR RPLL 020800Z 20003KT 150V240 9999 SCT023 BKN100 28/26 Q1008 RETSRA NOSIG RMK A2977
RPLL,2025-10-02 09:00,RPLL 020900Z 17005KT 130V190 9999 FEW025 SCT100 28/26 Q1008 RMK A2977
RPLL,2025-10-02 10:00,RPLL 021000Z 12003KT 080V160 9999 FEW025 28/26 Q1008 NOSIG RMK A2977
RPLL,2025-10-02 11:00,RPLL 021100Z VRB01KT 9999 FEW023CB SCT025 BKN100 27/26 Q1009 NOSIG RMK A2980 CB/FRQ LTG NW-NE
RPLL,2025-10-02 12:00,COR RPLL 021200Z 01007KT 330V040 8000 -SHRA FEW023CB SCT025 OVC090 26/26 Q1010 NOSIG RMK A2983 CB/OCNL LTG SW-NW
RPLL,2025-10-02 13:00,RPLL 021300Z VRB01KT 9999 FEW025 26/26 Q1010 NOSIG RMK A2983
RPLL,2025-10-02 14:00,RPLL 021400Z 03003KT 330V110 9999 SCT025 BKN100 27/25 Q1010 NOSIG RMK A2983
RPLL,2025-10-02 14:44,RPLL 021444Z 29003KT 260V030 8000 -RA SCT025 BKN270 27/24 Q1010 NOSIG RMK A2983
RPLL,2025-10-02 15:00,RPLL 021500Z 26004KT 240V300 9999 SCT023 BKN270 27/24 Q1009 NOSIG RMK A2980
RPLL,2025-10-02 16:00,RPLL 021600Z 26003KT 220V320 9999 SCT023 BKN090 26/25 Q1009 NOSIG RMK A2980
RPLL,2025-10-02 17:00,RPLL 021700Z 26003KT 240V320 9999 SCT023 BKN100 27/25 Q1008 NOSIG RMK A2977
RPLL,2025-10-02 18:00,RPLL 021800Z 26003KT 240V320 9999 SCT023 BKN100 27/26 Q1007 NOSIG RMK A2974
RPLL,2025-10-02 19:00,RPLL 021900Z VRB01KT 9000 -RA SCT023 OVC100 27/26 Q1007 NOSIG RMK A2974
RPLL,2025-10-02 20:00,RPLL 022000Z VRB02KT 9000 -RA FEW025 BKN100 26/26 Q1006 NOSIG RMK A2971
RPLL,2025-10-02 21:00,RPLL 022100Z VRB02KT 9000 FEW025 BKN150 27/27 Q1006 NOSIG RMK A2971
RPLL,2025-10-02 22:00,RPLL 022200Z VRB02KT 8000 -RA FEW025 OVC100 27/26 Q1006 TEMPO 5000 RA RMK A2971
RPLL,2025-10-02 23:00,RPLL 022300Z 22008KT 8000 -RA SCT023 OVC090 27/25 Q1007 NOSIG RMK A2974
RPLL,2025-10-03 00:00,RPLL 030000Z 24007KT 8000 -RA SCT023 OVC090 26/26 Q1008 NOSIG RMK A2977
RPLL,2025-10-03 01:00,RPLL 030100Z 23010KT 9000 -RA SCT023 OVC100 27/25 Q1008 NOSIG RMK A2977
RPLL,2025-10-03 02:00,RPLL 030200Z 23013KT 7000 -RA SCT022 OVC090 26/25 Q1008 NOSIG RMK A2977
RPLL,2025-10-03 03:00,RPLL 030300Z 22010KT 190V250 7000 -RA SCT022 OVC090 26/25 Q1008 NOSIG RMK A2977
RPLL,2025-10-03 04:00,RPLL 030400Z 22008KT 180V250 8000 -RA SCT023 OVC090 26/25 Q1008 NOSIG RMK A2977
RPLL,2025-10-03 05:00,RPLL 030500Z 23008KT 190V250 6000 -RA SCT022 OVC090 25/24 Q1008 NOSIG RMK A2977
RPLL,2025-10-03 06:00,RPLL 030600Z 23007KT 200V260 6000 -RA SCT022 OVC090 25/25 Q1007 NOSIG RMK A2974
RPLL,2025-10-03 07:00,RPLL 030700Z 24004KT 210V280 7000 -RA SCT023 OVC090 26/26 Q1007 NOSIG RMK A2974
RPLL,2025-10-03 08:00,RPLL 030800Z 21004KT 170V260 8000 -RA SCT023 OVC090 26/26 Q1008 NOSIG RMK A2977
RPLL,2025-10-03 09:00,RPLL 030900Z VRB02KT 7000 -RA SCT022 OVC090 26/26 Q1008 NOSIG RMK A2977
RPLL,2025-10-03 10:00,RPLL 031000Z VRB02KT 8000 -RA SCT023 OVC090 26/25 Q1009 NOSIG RMK A2980
RPLL,2025-10-03 11:00,RPLL 031100Z 10003KT 070V130 9000 -RA SCT023 OVC090 26/26 Q1010 NOSIG RMK A2983
RPLL,2025-10-03 12:00,RPLL 031200Z 12004KT 080V140 9999 SCT025 OVC100 26/26 Q1011 NOSIG RMK A2985
RPLL,2025-10-03 13:00,RPLL 031300Z 13003KT 080V190 9999 SCT025 OVC100 27/26 Q1011 NOSIG RMK A2985
RPLL,2025-10-03 14:00,RPLL 031400Z VRB02KT 9999 SCT025 OVC100 27/26 Q1011 NOSIG RMK A2985
RPLL,2025-10-03 15:00,RPLL 031500Z VRB01KT 9999 SCT025 BKN100 27/26 Q1012 NOSIG RMK A2988
RPLL,2025-10-03 16:00,RPLL 031600Z VRB02KT 9999 FEW025 SCT100 27/26 Q1011 NOSIG RMK A2985
RPLL,2025-10-03 17:00,RPLL 031700Z 29004KT 9999 FEW025 SCT100 26/26 Q1011 NOSIG RMK A2985
RPLL,2025-10-03 18:00,RPLL 031800Z 26004KT 9999 SCT025 BKN100 26/25 Q1011 RMK A2985
RPLL,2025-10-03 19:00,RPLL 031900Z 00000KT 9999 FEW025 25/25 Q1011 NOSIG RMK A2985
RPLL,2025-10-03 20:00,RPLL 032000Z 10003KT 9999 FEW025 BKN100 25/25 Q1011 NOSIG RMK A2985
RPLL,2025-10-03 21:00,RPLL 032100Z VRB02KT 9999 FEW025 SCT130 25/25 Q1010 NOSIG RMK A2983
RPLL,2025-10-03 22:00,RPLL 032200Z 00000KT 9999 FEW025 25/25 Q1010 NOSIG RMK A2983
RPLL,2025-10-03 23:00,RPLL 032300Z VRB02KT 9999 FEW025 27/26 Q1012 NOSIG RMK A2988
RPLL,2025-10-04 00:00,RPLL 040000Z VRB03KT 9999 FEW025 29/26 Q1012 NOSIG RMK A2988
RPLL,2025-10-04 01:00,RPLL 040100Z 11006KT 070V160 9999 FEW025 30/25 Q1013 NOSIG RMK A2991
RPLL,2025-10-04 02:00,RPLL 040200Z 13006KT 070V210 9999 FEW025 31/25 Q1013 NOSIG RMK A2991
RPLL,2025-10-04 03:00,RPLL 040300Z 14008KT 090V210 9999 FEW025 32/25 Q1013 NOSIG RMK A2991
RPLL,2025-10-04 04:00,RPLL 040400Z 12006KT 070V170 9999 FEW025 33/25 Q1012 NOSIG RMK A2988
RPLL,2025-10-04 05:00,RPLL 040500Z 12007KT 070V160 9999 FEW023CB SCT025 BKN100 33/24 Q1011 NOSIG RMK A2985 CB SW-W
RPLL,2025-10-04 06:00,RPLL 040600Z 24014KT 9999 VCTS VCSH FEW022CB SCT023 OVC090 27/24 Q1011 TEMPO 7000 -TSRA RMK A2985 CB/VCSH S-SW
RPLL,2025-10-04 06:15,RPLL 040615Z 25010KT 9000 -TSRA FEW022CB SCT023 OVC090 25/24 Q1011 NOSIG RMK A2985 CB OHD S-SW
RPLL,2025-10-04 07:00,RPLL 040700Z 25011KT 9000 -SHRA FEW022CB SCT023 OVC090 26/23 Q1011 RETS NOSIG RMK A2985
RPLL,2025-10-04 08:00,RPLL 040800Z 26004KT 230V330 9000 -RA SCT023 OVC100 27/25 Q1011 NOSIG RMK A2985
RPLL,2025-10-04 09:00,RPLL 040900Z VRB02KT 9999 FEW025 BKN100 28/25 Q1011 NOSIG RMK A2985
RPLL,2025-10-04 10:00,RPLL 041000Z 19003KT 140V240 9999 FEW025 BKN100 28/26 Q1012 NOSIG RMK A2988
RPLL,2025-10-04 11:00,RPLL 041100Z VRB02KT 9999 FEW025 BKN100 27/26 Q1013 NOSIG RMK A2991
RPLL,2025-10-04 12:00,RPLL 041200Z 21003KT 140V240 9999 FEW025 BKN100 27/24 Q1014 NOSIG RMK A2994
RPLL,2025-10-04 13:00,RPLL 041300Z VRB02KT 9999 FEW025 26/23 Q1014 NOSIG RMK A2994
RPLL,2025-10-04 14:00,RPLL 041400Z 00000KT 9999 FEW025 26/24 Q1014 NOSIG RMK A2994
RPLL,2025-10-04 15:00,RPLL 041500Z VRB01KT 9999 FEW025 SCT100 27/24 Q1013 NOSIG RMK A2991
RPLL,2025-10-04 16:00,RPLL 041600Z VRB02KT 9999 FEW025 SCT100 26/25 Q1013 NOSIG RMK A2991
RPLL,2025-10-04 17:00,RPLL 041700Z 24003KT 210V270 9000 FEW025 SCT100 25/25 Q1013 NOSIG RMK A2991
RPLL,2025-10-04 18:00,COR RPLL 041800Z 00000KT 9000 FEW025 SCT100 26/25 Q1012 NOSIG RMK A2988
RPLL,2025-10-04 19:00,RPLL 041900Z VRB01KT 8000 FEW025 25/25 Q1012 NOSIG RMK A2988
RPLL,2025-10-04 20:00,RPLL 042000Z VRB01KT 9000 FEW025 25/25 Q1012 NOSIG RMK A2988
RPLL,2025-10-04 21:00,RPLL 042100Z VRB01KT 9000 FEW025 25/25 Q1012 NOSIG RMK A2988
RPLL,2025-10-04 22:00,RPLL 042200Z 00000KT 9000 FEW025 25/25 Q1013 NOSIG RMK A2991
RPLL,2025-10-04 23:00,RPLL 042300Z VRB02KT 9999 FEW025 27/26 Q1013 NOSIG RMK A2991
RPLL,2025-10-05 00:00,RPLL 050000Z VRB02KT 9000 FEW025 29/26 Q1014 NOSIG RMK A2994
RPLL,2025-10-05 01:00,RPLL 050100Z 15004KT 080V250 9000 FEW025 31/25 Q1015 NOSIG RMK A2997
RPLL,2025-10-05 02:00,RPLL 050200Z 17004KT 110V240 9999 FEW025 32/24 Q1014 NOSIG RMK A2994
RPLL,2025-10-05 03:00,RPLL 050300Z 28007KT 250V320 9999 FEW025 31/26 Q1013 NOSIG RMK A2991
RPLL,2025-10-05 04:00,RPLL 050400Z 28010KT 9999 FEW025 31/26 Q1013 NOSIG RMK A2991
RPLL,2025-10-05 05:00,RPLL 050500Z 30008G18KT 260V330 9999 FEW025 32/25 Q1011 NOSIG RMK A2988
RPLL,2025-10-05 06:00,RPLL 050600Z 28007KT 240V320 9999 FEW023CB SCT100 32/25 Q1011 NOSIG RMK A2985
RPLL,2025-10-05 07:00,COR RPLL 050700Z 29007KT 260V320 9999 FEW023CB SCT025 BKN100 31/25 Q1010 NOSIG RMK A2983 CB NE
RPLL,2025-10-05 08:00,RPLL 050800Z 27007KT 240V300 9999 FEW025 31/24 Q1010 NOSIG RMK A2983
RPLL,2025-10-05 09:00,RPLL 050900Z 27010KT 9999 FEW025 30/25 Q1010 NOSIG RMK A2983
RPLL,2025-10-05 10:00,RPLL 051000Z 27009KT 9999 FEW025 30/25 Q1010 NOSIG RMK A2983
RPLL,2025-10-05 11:00,RPLL 051100Z 23006KT 9999 FEW025 29/25 Q1012 NOSIG RMK A2988
RPLL,2025-10-05 12:00,RPLL 051200Z 23004KT 170V260 9999 FEW025 BKN100 28/26 Q1012 NOSIG RMK A2988
RPLL,2025-10-05 13:00,RPLL 051300Z 23004KT 190V260 9999 FEW025 BKN100 28/26 Q1012 NOSIG RMK A2988
RPLL,2025-10-05 14:00,RPLL 051400Z VRB02KT 9999 FEW025 BKN100 28/26 Q1012 NOSIG RMK A2988
RPLL,2025-10-05 15:00,RPLL 051500Z 27006KT 230V320 9999 SCT025 BKN100 28/26 Q1012 NOSIG RMK A2988
RPLL,2025-10-05 16:00,RPLL 051600Z VRB02KT 9999 SCT025 BKN100 27/26 Q1012 NOSIG RMK A2988
RPLL,2025-10-05 17:00,RPLL 051700Z VRB02KT 9999 SCT025 BKN100 27/26 Q1012 NOSIG RMK A2988
RPLL,2025-10-05 18:00,RPLL 051800Z VRB02KT 9999 FEW025 SCT100 27/26 Q1011 NOSIG RMK A2985
RPLL,2025-10-05 19:00,RPLL 051900Z VRB02KT 9999 FEW025 27/26 Q1011 NOSIG RMK A2985
RPLL,2025-10-05 20:00,RPLL 052000Z VRB02KT 9999 FEW025 27/26 Q1010 NOSIG RMK A2983
RPLL,2025-10-05 21:00,RPLL 052100Z 10003KT 070V140 9999 FEW025 27/26 Q1010 NOSIG RMK A2983
RPLL,2025-10-05 22:00,RPLL 052200Z VRB02KT 9999 FEW025 27/26 Q1011 NOSIG RMK A2985
RPLL,2025-10-05 23:00,RPLL 052300Z VRB01KT 9000 FEW025 SCT100 28/26 Q1012 NOSIG RMK A2988
RPLL,2025-10-06 00:00,RPLL 060000Z VRB02KT 9000 FEW025 SCT100 28/26 Q1012 NOSIG RMK A2988
RPLL,2025-10-06 01:00,RPLL 060100Z 27003KT 230V320 9000 FEW025 SCT100 29/27 Q1012 NOSIG RMK A2988
RPLL,2025-10-06 02:00,RPLL 060200Z 29005KT 250V340 9000 FEW025 SCT100 30/26 Q1012 NOSIG RMK A2988
RPLL,2025-10-06 03:00,RPLL 060300Z 28006KT 240V330 9000 FEW025 BKN100 30/25 Q1011 NOSIG RMK A2985
RPLL,2025-10-06 04:00,RPLL 060400Z 27008KT 9000 FEW025 SCT100 31/27 Q1010 NOSIG RMK A2983
RPLL,2025-10-06 05:00,RPLL 060500Z 28009KT 9999 FEW025 31/27 Q1010 NOSIG RMK A2983
RPLL,2025-10-06 06:00,RPLL 060600Z 26006KT 210V290 9999 FEW025 BKN100 30/26 Q1009 NOSIG RMK A2980
RPLL,2025-10-06 06:36,RPLL 060636Z 13007KT 070V170 9000 -SHRA SCT025 BKN100 28/26 Q1009 NOSIG RMK A2980
RPLL,2025-10-06 07:00,COR RPLL 060700Z 17007KT 140V210 5000 TSRA FEW022CB SCT023 BKN100 25/25 Q1009 TEMPO 3000 +TSRA RMK A2980 CB OHD SW W
RPLL,2025-10-06 08:00,RPLL 060800Z 18003KT 110V230 9000 SCT023 BKN100 27/26 Q1009 RETSRA NOSIG RMK A2980
RPLL,2025-10-06 09:00,RPLL 060900Z VRB02KT 9999 FEW025 BKN100 28/26 Q1009 NOSIG RMK A2980
RPLL,2025-10-06 10:00,RPLL 061000Z VRB01KT 9999 FEW025 BKN100 28/26 Q1009 NOSIG RMK A2980
RPLL,2025-10-06 11:00,RPLL 061100Z VRB02KT 9999 FEW025 SCT100 27/26 Q1010 NOSIG RMK A2983
RPLL,2025-10-06 12:00,RPLL 061200Z 18004KT 150V220 9999 FEW025 SCT100 28/26 Q1011 NOSIG RMK A2985 DSNT LTG NW
RPLL,2025-10-06 13:00,RPLL 061300Z VRB01KT 9999 FEW025 27/26 Q1011 NOSIG RMK A2985 DSNT LTG SW
RPLL,2025-10-06 14:00,RPLL 061400Z 10003KT 080V140 9999 FEW025 27/26 Q1011 NOSIG RMK A2985 DSNT LTG SW
RPLL,2025-10-06 15:00,RPLL 061500Z VRB02KT 9999 FEW025 27/25 Q1011 NOSIG RMK A2985
RPLL,2025-10-06 16:00,RPLL 061600Z 36003KT 310V120 9999 FEW025 28/24 Q1011 NOSIG RMK A2985
RPLL,2025-10-06 17:00,RPLL 061700Z 02004KT 350V060 9999 FEW025 28/25 Q1010 NOSIG RMK A2983
RPLL,2025-10-06 18:00,RPLL 061800Z 31003KT 280V350 9999 FEW025 SCT100 28/26 Q1010 NOSIG RMK A2983
